"selection1_name","selection1_url","selection1_selection2","selection1_selection2_url"
"ميكروفون انو تيك، مجموعة ميكروفون يو اس بي، مكثف للتسجيل الاحترافي والتشغيل، مجموعة ميكروفون مناسب للغناء باستخدام الكمبيوتر المحمول وبث الفيديو على يوتيوب","https://www.amazon.sa/%D9%85%D9%8A%D9%83%D8%B1%D9%88%D9%81%D9%88%D9%86-%D8%A7%D9%86%D9%88-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%88%D8%A7%D9%84%D8%AA%D8%B4%D8%BA%D9%8A%D9%84%D8%8C-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1/dp/B08CB4Z8KK/ref=sr_1_79?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-79","189.23 ريال
ريال‎189
.
‎23‏","https://www.amazon.sa/%D9%85%D9%8A%D9%83%D8%B1%D9%88%D9%81%D9%88%D9%86-%D8%A7%D9%86%D9%88-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%88%D8%A7%D9%84%D8%AA%D8%B4%D8%BA%D9%8A%D9%84%D8%8C-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1/dp/B08CB4Z8KK/ref=sr_1_79?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-79"
"قاعدة تبريد معدنية بتصميم شبكي لاجهزة اللاب توب بقياس من 12- 15.6 انش تحتوي على 5 مراوح تبريد يو اس بي","https://www.amazon.sa/%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%AA%D8%A8%D8%B1%D9%8A%D8%AF-%D9%85%D8%B9%D8%AF%D9%86%D9%8A%D8%A9-%D8%A8%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%84%D8%A7%D8%AC%D9%87%D8%B2%D8%A9/dp/B07MX5VNCT/ref=sr_1_80?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-80","106.97 ريال
ريال‎106
.
‎97‏
114.86 ريال
ريال‎114.86‎‏","https://www.amazon.sa/%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%AA%D8%A8%D8%B1%D9%8A%D8%AF-%D9%85%D8%B9%D8%AF%D9%86%D9%8A%D8%A9-%D8%A8%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%84%D8%A7%D8%AC%D9%87%D8%B2%D8%A9/dp/B07MX5VNCT/ref=sr_1_80?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-80"
"ام اس اي جي بي 65 ليوبارد","https://www.amazon.sa/%D8%A7%D9%85-%D8%A7%D8%B3-%D8%A7%D9%8A-%D8%AC%D9%8A-%D9%84%D9%8A%D9%88%D8%A8%D8%A7%D8%B1%D8%AF/dp/B085B3C37M/ref=sr_1_81?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-81","5,591.82 ريال
ريال‎5,591
.
‎82‏","https://www.amazon.sa/%D8%A7%D9%85-%D8%A7%D8%B3-%D8%A7%D9%8A-%D8%AC%D9%8A-%D9%84%D9%8A%D9%88%D8%A8%D8%A7%D8%B1%D8%AF/dp/B085B3C37M/ref=sr_1_81?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-81"
"قاعدة ماوس كبيرة للالعاب، سميكة مقاس XL مضادة للانزلاق ذات قاعدة مطاطية مع لوحة مفاتيح ملساء السطح لاجهزة الكمبيوتر","https://www.amazon.sa/%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-%D9%84%D9%84%D8%A7%D9%86%D8%B2%D9%84%D8%A7%D9%82-%D9%85%D8%B7%D8%A7%D8%B7%D9%8A%D8%A9-%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1/dp/B08B1F845F/ref=sr_1_82?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-82","39.99 ريال
ريال‎39
.
‎99‏","https://www.amazon.sa/%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-%D9%84%D9%84%D8%A7%D9%86%D8%B2%D9%84%D8%A7%D9%82-%D9%85%D8%B7%D8%A7%D8%B7%D9%8A%D8%A9-%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1/dp/B08B1F845F/ref=sr_1_82?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-82"
"Razer Blade Pro 17 Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2070 Max-Q, 17.3"" FHD 300Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, SD Card Reader","https://www.amazon.sa/RZ09-03297E42-R3U1/dp/B087M5LXYW/ref=sr_1_83?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-83","11,455.55 ريال
ريال‎11,455
.
‎55‏","https://www.amazon.sa/RZ09-03297E42-R3U1/dp/B087M5LXYW/ref=sr_1_83?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-83"
"سماعة اذن ستيريو للالعاب لاجهزة اللاب توب وبلاي ستيشن 4 واكس بوكس ون بميكروفون واضاءة ال اي دي من اونيكوما - K9","https://www.amazon.sa/%D8%B3%D8%AA%D9%8A%D8%B1%D9%8A%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D9%84%D8%A7%D8%AC%D9%87%D8%B2%D8%A9-%D8%A8%D9%85%D9%8A%D9%83%D8%B1%D9%88%D9%81%D9%88%D9%86-%D8%A7%D9%88%D9%86%D9%8A%D9%83%D9%88%D9%85%D8%A7/dp/B07RBF8G42/ref=sr_1_84?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-84","99.19 ريال
ريال‎99
.
‎19‏","https://www.amazon.sa/%D8%B3%D8%AA%D9%8A%D8%B1%D9%8A%D9%88-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D9%84%D8%A7%D8%AC%D9%87%D8%B2%D8%A9-%D8%A8%D9%85%D9%8A%D9%83%D8%B1%D9%88%D9%81%D9%88%D9%86-%D8%A7%D9%88%D9%86%D9%8A%D9%83%D9%88%D9%85%D8%A7/dp/B07RBF8G42/ref=sr_1_84?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-84"
"لاب توب ريزر بلايد 15","https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%AA%D9%88%D8%A8-%D8%B1%D9%8A%D8%B2%D8%B1-%D8%A8%D9%84%D8%A7%D9%8A%D8%AF-15/dp/B08DSS8DCQ/ref=sr_1_85?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-85","10,299.00 ريال
ريال‎10,299
.
‎00‏","https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%AA%D9%88%D8%A8-%D8%B1%D9%8A%D8%B2%D8%B1-%D8%A8%D9%84%D8%A7%D9%8A%D8%AF-15/dp/B08DSS8DCQ/ref=sr_1_85?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-85"
"لاب توب نيترو5 ايه ان 5 - شاشة 15.6 بوصة 144 هرتز - انتل كور i7- 10750H- 24 جيجا بايت - وسيط تخزين ذو حالة ثابتة 1024- 6 جيجا بايت، جي تي اكس 1660ti - اسود","https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%AA%D9%88%D8%A8-%D9%86%D9%8A%D8%AA%D8%B1%D9%885-%D8%A7%D9%8A%D9%87-%D8%A7%D9%86/dp/B08K829Q22/ref=sr_1_86?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-86","6,899.00 ريال
ريال‎6,899
.
‎00‏","https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%AA%D9%88%D8%A8-%D9%86%D9%8A%D8%AA%D8%B1%D9%885-%D8%A7%D9%8A%D9%87-%D8%A7%D9%86/dp/B08K829Q22/ref=sr_1_86?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-86"
"سامسونج قرص صلب 500 جيجابايت داخلي لابتوب - MZ-V7E500BW","https://www.amazon.sa/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D9%82%D8%B1%D8%B5-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8/dp/B07BN4NJ2J/ref=sr_1_87?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-87","333.57 ريال
ريال‎333
.
‎57‏","https://www.amazon.sa/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D9%82%D8%B1%D8%B5-%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8/dp/B07BN4NJ2J/ref=sr_1_87?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-87"
"Acer Predator Triton 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 Max-Q, 15.6"" FHD 240Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, WiFi 6, RGB Backlit KB, PT315-52-73WT","https://www.amazon.sa/PT315-52-73WT/dp/B0883HTT72/ref=sr_1_88?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-88","6,725.66 ريال
ريال‎6,725
.
‎66‏","https://www.amazon.sa/PT315-52-73WT/dp/B0883HTT72/ref=sr_1_88?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-88"
"طاولات مريحة مكتب كمبيوتر محمول مكتب دراسة كمبيوتر محمول كمبيوتر محمول محطة عمل ألعاب الطعام للمنزل (اللون: خشب الجوز الأسود)، اللون: لون خشبي (اللون: لون خشبي)","https://www.amazon.sa/%D8%B7%D8%A7%D9%88%D9%84%D8%A7%D8%AA-%D9%85%D8%B1%D9%8A%D8%AD%D8%A9-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D8%B7%D8%B9%D8%A7%D9%85-%D9%84%D9%84%D9%85%D9%86%D8%B2%D9%84/dp/B08SVX7YZC/ref=sr_1_89?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-89","",""
"17.3 بوصة حافظة كمبيوتر محمول لـ 2019 لينوفو L340 17.3 / Lenovo IdeaPad 330 320 ، HP Pavilion 17 / HP Envy 17 / HP OMEN 17 / HP Probook 470 G5 ، Asus TUF Gaming Laptop Case (Black)","https://www.amazon.sa/%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-IdeaPad-Pavilion-Probook/dp/B07YWMRQ7C/ref=sr_1_90?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-90","85.78 ريال
ريال‎85
.
‎78‏","https://www.amazon.sa/%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%8A%D9%86%D9%88%D9%81%D9%88-IdeaPad-Pavilion-Probook/dp/B07YWMRQ7C/ref=sr_1_90?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-90"
"كاميرا ويب صغيرة بدقة 1080 بيكسل فول اتش دي، ميكروفون مدمج، قابلة للدوران مرنة، كاميرا كمبيوتر لاجهزة الكمبيوتر المكتبية والمحمولة والالعاب","https://www.amazon.sa/%D9%85%D9%8A%D9%83%D8%B1%D9%88%D9%81%D9%88%D9%86-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8/dp/B08FCJQ1QX/ref=sr_1_91?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-91","",""
"لاب توب ايديا باد جيمنج 3 طراز 15ARH05","https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%A7%D9%8A%D8%AF%D9%8A%D8%A7-%D8%AC%D9%8A%D9%85%D9%86%D8%AC-%D8%B7%D8%B1%D8%A7%D8%B2-15ARH05/dp/B08DNJ8NNN/ref=sr_1_92?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-92","4,074.00 ريال
ريال‎4,074
.
‎00‏","https://www.amazon.sa/%D9%84%D8%A7%D8%A8-%D8%A7%D9%8A%D8%AF%D9%8A%D8%A7-%D8%AC%D9%8A%D9%85%D9%86%D8%AC-%D8%B7%D8%B1%D8%A7%D8%B2-15ARH05/dp/B08DNJ8NNN/ref=sr_1_92?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-92"
"قاعدة ماوس كبيرة للالعاب، سميكة مقاس XL مضادة للانزلاق ذات قاعدة مطاطية مع لوحة مفاتيح ملساء السطح لاجهزة الكمبيوتر","https://www.amazon.sa/%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-%D9%84%D9%84%D8%A7%D9%86%D8%B2%D9%84%D8%A7%D9%82-%D9%85%D8%B7%D8%A7%D8%B7%D9%8A%D8%A9-%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1/dp/B088NW52LL/ref=sr_1_93?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-93","47.95 ريال
ريال‎47
.
‎95‏","https://www.amazon.sa/%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8%D8%8C-%D9%84%D9%84%D8%A7%D9%86%D8%B2%D9%84%D8%A7%D9%82-%D9%85%D8%B7%D8%A7%D8%B7%D9%8A%D8%A9-%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1/dp/B088NW52LL/ref=sr_1_93?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-93"
"حامل مروحة تبريد تبريد LED يو إس بي RGB من WF، وحدة تحكم لاسلكية عن بعد، ملحقات إضاءة LED متعددة الألوان لأجهزة بلاي ستيشن 4 برو، PS4 نحيف، إكس بوكس ون إكس بوك، أجهزة ألعاب الكمبيوتر المحمولة","https://www.amazon.sa/%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A%D8%A9-%D9%85%D9%84%D8%AD%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%84%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84%D8%A9/dp/B07VK38LFY/ref=sr_1_94?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-94","199.89 ريال
ريال‎199
.
‎89‏","https://www.amazon.sa/%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A%D8%A9-%D9%85%D9%84%D8%AD%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%84%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84%D8%A9/dp/B07VK38LFY/ref=sr_1_94?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-94"
"ماوس ألعاب خفيف الوزن، ماوس USB سلكي ضوء RGB كروما LED مع هيكل خلية النحل خفيف الوزن، 6400 نقطة في البوصة قابل للتعديل، 7 أزرار مبرمجة، فأرة ألعاب كمبيوتر بصرية مريحة للكمبيوتر المحمول Mac","https://www.amazon.sa/%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%8C-%D9%85%D8%A8%D8%B1%D9%85%D8%AC%D8%A9%D8%8C-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84/dp/B08CTJLM3T/ref=sr_1_95?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-95","174.49 ريال
ريال‎174
.
‎49‏","https://www.amazon.sa/%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%8C-%D9%85%D8%A8%D8%B1%D9%85%D8%AC%D8%A9%D8%8C-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84/dp/B08CTJLM3T/ref=sr_1_95?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-95"
"لوحة مفاتيح بلاتينية ميكانيكية للألعاب من كورسير K95 بالنموذج اللوني احمر اخضر ازرق، تشيري، بني MX، أسود (CH-9127012-NA)","https://www.amazon.sa/%D8%A8%D9%84%D8%A7%D8%AA%D9%8A%D9%86%D9%8A%D8%A9-%D9%85%D9%8A%D9%83%D8%A7%D9%86%D9%8A%D9%83%D9%8A%D8%A9-%D9%83%D9%88%D8%B1%D8%B3%D9%8A%D8%B1-%D8%A8%D8%A7%D9%84%D9%86%D9%85%D9%88%D8%B0%D8%AC-CH-9127012-NA/dp/B01MS0I1ZK/ref=sr_1_96?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-96","759.34 ريال
ريال‎759
.
‎34‏","https://www.amazon.sa/%D8%A8%D9%84%D8%A7%D8%AA%D9%8A%D9%86%D9%8A%D8%A9-%D9%85%D9%8A%D9%83%D8%A7%D9%86%D9%8A%D9%83%D9%8A%D8%A9-%D9%83%D9%88%D8%B1%D8%B3%D9%8A%D8%B1-%D8%A8%D8%A7%D9%84%D9%86%D9%85%D9%88%D8%B0%D8%AC-CH-9127012-NA/dp/B01MS0I1ZK/ref=sr_1_96?dchild=1&keywords=gaming+laptop&qid=1615467569&sr=8-96"
"ماوس ألعاب خفيف الوزن، ماوس USB سلكي ضوء RGB كروما LED مع هيكل خلية النحل خفيف الوزن، 6400 نقطة في البوصة قابل للتعديل، 7 أزرار مبرمجة، فأرة ألعاب كمبيوتر بصرية مريحة للكمبيوتر المحمول Mac","https://www.amazon.sa/%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%8C-%D9%85%D8%A8%D8%B1%D9%85%D8%AC%D8%A9%D8%8C-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84/dp/B08CTJLM3T/ref=sr_1_97?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-97","174.49 ريال
ريال‎174
.
‎49‏","https://www.amazon.sa/%D9%84%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%8C-%D9%85%D8%A8%D8%B1%D9%85%D8%AC%D8%A9%D8%8C-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84/dp/B08CTJLM3T/ref=sr_1_97?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-97"
"لوحة مفاتيح بلاتينية ميكانيكية للألعاب من كورسير K95 بالنموذج اللوني احمر اخضر ازرق، تشيري، بني MX، أسود (CH-9127012-NA)","https://www.amazon.sa/%D8%A8%D9%84%D8%A7%D8%AA%D9%8A%D9%86%D9%8A%D8%A9-%D9%85%D9%8A%D9%83%D8%A7%D9%86%D9%8A%D9%83%D9%8A%D8%A9-%D9%83%D9%88%D8%B1%D8%B3%D9%8A%D8%B1-%D8%A8%D8%A7%D9%84%D9%86%D9%85%D9%88%D8%B0%D8%AC-CH-9127012-NA/dp/B01MS0I1ZK/ref=sr_1_98?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-98","759.34 ريال
ريال‎759
.
‎34‏","https://www.amazon.sa/%D8%A8%D9%84%D8%A7%D8%AA%D9%8A%D9%86%D9%8A%D8%A9-%D9%85%D9%8A%D9%83%D8%A7%D9%86%D9%8A%D9%83%D9%8A%D8%A9-%D9%83%D9%88%D8%B1%D8%B3%D9%8A%D8%B1-%D8%A8%D8%A7%D9%84%D9%86%D9%85%D9%88%D8%B0%D8%AC-CH-9127012-NA/dp/B01MS0I1ZK/ref=sr_1_98?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-98"
"لوحة مفاتيح وماوس العاب كمبيوتر محمول، ماوس للكمبيوتر المحمول لعبة والعمل","https://www.amazon.sa/%D9%85%D9%81%D8%A7%D8%AA%D9%8A%D8%AD-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%85%D8%AD%D9%85%D9%88%D9%84%D8%8C-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%AD%D9%85%D9%88%D9%84/dp/B08QCVG9KF/ref=sr_1_99?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-99","",""
"Cable Boom Microphone - Volume Control for Playstation PS4 or Xbox One Controller, PC, Tablet,Laptop, Smartphone - Boompro Gaming Mic Compatible with V-Moda or Most Other 3.5mm Jack Headphone(150CM)","https://www.amazon.sa/dp/B07W3GGRF2/ref=sr_1_100?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-100","286.03 ريال
ريال‎286
.
‎03‏","https://www.amazon.sa/dp/B07W3GGRF2/ref=sr_1_100?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-100"
"فأرة سلكي ولاسلكي متوافقة مع بي سي ولابتوب","https://www.amazon.sa/%D9%81%D8%A3%D8%B1%D8%A9-%D8%B3%D9%84%D9%83%D9%8A-%D9%88%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-%D9%85%D8%AA%D9%88%D8%A7%D9%81%D9%82%D8%A9-%D9%88%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8/dp/B07MGDB1X7/ref=sr_1_101?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-101","36.67 ريال
ريال‎36
.
‎67‏
40.08 ريال
ريال‎40.08‎‏","https://www.amazon.sa/%D9%81%D8%A3%D8%B1%D8%A9-%D8%B3%D9%84%D9%83%D9%8A-%D9%88%D9%84%D8%A7%D8%B3%D9%84%D9%83%D9%8A-%D9%85%D8%AA%D9%88%D8%A7%D9%81%D9%82%D8%A9-%D9%88%D9%84%D8%A7%D8%A8%D8%AA%D9%88%D8%A8/dp/B07MGDB1X7/ref=sr_1_101?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-101"
"ماوس ألعاب بيكتيك مع قاعدة ماوس، قابلة للبرمجة، 7 ازرار، تصميم مريح، ماوس كمبيوتر سلكية باضاءة ار جي بي للالعاب(ماوس وقاعدة ماوس، اسود)","https://www.amazon.sa/%D8%A8%D9%8A%D9%83%D8%AA%D9%8A%D9%83-%D9%84%D9%84%D8%A8%D8%B1%D9%85%D8%AC%D8%A9%D8%8C-%D8%A7%D8%B2%D8%B1%D8%A7%D8%B1%D8%8C-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8/dp/B01FZ3BR5S/ref=sr_1_102?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-102","114.55 ريال
ريال‎114
.
‎55‏","https://www.amazon.sa/%D8%A8%D9%8A%D9%83%D8%AA%D9%8A%D9%83-%D9%84%D9%84%D8%A8%D8%B1%D9%85%D8%AC%D8%A9%D8%8C-%D8%A7%D8%B2%D8%B1%D8%A7%D8%B1%D8%8C-%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8/dp/B01FZ3BR5S/ref=sr_1_102?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-102"
"كيبورد وماوس العاب للاب توب والكمبيوتر للعمل واللعب","https://www.amazon.sa/%D9%83%D9%8A%D8%A8%D9%88%D8%B1%D8%AF-%D9%88%D9%85%D8%A7%D9%88%D8%B3-%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D9%88%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%88%D8%A7%D9%84%D9%84%D8%B9%D8%A8/dp/B08Q794MPW/ref=sr_1_103?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-103","",""
"كاميرا كمبيوتر عالية الدقة 1080P USB كاميرا ويب كام مع ميكروفون لكاميرا الكمبيوتر المحمول للكمبيوتر المحمول لألعاب / مكالمات الفيديو / التسجيل / المؤتمرات","https://www.amazon.sa/%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%85%D9%8A%D9%83%D8%B1%D9%88%D9%81%D9%88%D9%86-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%A4%D8%AA%D9%85%D8%B1%D8%A7%D8%AA/dp/B08N4N6NG4/ref=sr_1_104?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-104","99.99 ريال
ريال‎99
.
‎99‏","https://www.amazon.sa/%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%85%D9%8A%D9%83%D8%B1%D9%88%D9%81%D9%88%D9%86-%D8%A7%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D9%84%D9%84%D9%83%D9%85%D8%A8%D9%8A%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D9%85%D8%A4%D8%AA%D9%85%D8%B1%D8%A7%D8%AA/dp/B08N4N6NG4/ref=sr_1_104?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-104"
"حقيبة ظهر تكتيكية من موبايل ادج 15.6 RAZERBP15","https://www.amazon.sa/%D8%AD%D9%82%D9%8A%D8%A8%D8%A9-%D8%AA%D9%83%D8%AA%D9%8A%D9%83%D9%8A%D8%A9-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-15-6-RAZERBP15/dp/B0190WPWF6/ref=sr_1_105?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-105","147.01 ريال
ريال‎147
.
‎01‏","https://www.amazon.sa/%D8%AD%D9%82%D9%8A%D8%A8%D8%A9-%D8%AA%D9%83%D8%AA%D9%8A%D9%83%D9%8A%D8%A9-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-15-6-RAZERBP15/dp/B0190WPWF6/ref=sr_1_105?dchild=1&keywords=gaming+laptop&qid=1615467581&sr=8-105"
